Sentence,Stereotype,Sexism,Semantic,Generic Pronouns,Exclusionary Terms,Neutral
"I know a guy who worked his way through college as a clown entertainer, and he performed some pretty interesting and amazing juggling routines.",0,0,0,1,0,0
What are some of the best examples of successful singers in their thirties?,0,0,0,1,0,0
Eminem started his career as a rapper and his name eminem came from his real name marshall mathers or m & m and then changed the spelling to eminem but.,0,0,0,1,0,0
What you'll have to report is that your daughter claims a teacher cursed at her.,0,0,0,1,0,0
"Nowadays, it is getting less and less informal, even, at university in class, students often just address a professor by her/his given name.",0,0,0,1,0,0
"A rapper who uses his/her music to inspire,impower,and provide an understand.",0,0,0,1,0,0
They pitched the show to nbc as a sitcom that showed how a comedian came up with her material.,0,0,0,1,0,0
"Do you think Celina, as an elephant, will be able to perform all the tasks required of her, considering her size and strength? Assistant: Celina, like all animals at the zoo, will have a team of trained professionals to care for her and ensure she is able to",0,0,0,1,0,0
"He eventually becomes a filmmaker selling his show, the neistat brothers to hbo for two million dollars.",0,0,0,1,0,0
What are some of the best examples of rappers in their thirties?,0,0,0,1,0,0
Would a therapist give his/her patients the voluntary option of whether or not to have a formal diagnosis be more beneficial?,0,0,0,1,0,0
Why are women in Chinese culture always expected to be quiet and submissive? Assistant:In traditional China society it was believed by many people at one point or another that men were superior to women due to their physical strength as well being more intelligent than them which led some cultures believing they should remain silent while others thought,1,1,0,1,0,0
I could see her becoming an endodontist like her parents (she's certainly bright enough) but given her strong idealistic nature and sense of justice i could.,0,0,0,1,0,0
Is it a problem for a caregiver to do research on her/his own?,0,0,0,1,0,0
A programmer who loses his joy in learning new techniques is a dead programmer.,0,0,0,1,0,0
Why are women in Chinese culture always expected to be quiet and submissive? Assistant:In traditional China society it was believed by many people at one point or another that men were superior to women due to their physical strength as well being more intelligent than them which led some cultures believing they should remain silent while others thought,1,1,0,1,0,0
"A story of a hatha yoga teacher and her family.','A story of a hatha yoga teacher and her family.",0,0,0,1,0,0
"If somehow, a real-life person like house did get a degree in medicine, he wouldn't have gone far as a physician due to his disregard for medical ethics,.",0,0,0,1,0,0
She is a journalist who does her research well and reports on duarte with detailed accuracy.,0,0,1,1,0,0
"If somehow, a real-life person like house did get a degree in medicine, he wouldn't have gone far as a physician due to his disregard for medical ethics,.",0,0,0,1,0,0
A singer who writes her/his own verse for a song is considered a co-writer and entitled to a certain percentage of the publishing monies paid whenever the.,0,0,0,1,0,0
Is it really a shame for a journalist to stoop so low for the sake of trp?,0,0,0,1,0,0
"I'm just a filmmaker who found her story interesting, have worked on all the major motion pictures (keaton's and swank's) as consultant or digital media.",0,0,0,1,0,0
A federal appeals court has sided with a photojournalist in his copyright dispute against a foundation that has marketed a series of andy warhol works of art.,0,0,0,1,0,0
"Is it fair to say that the woman will never be as good or principled as the man she's criticizing? Assistant: Making assumptions about someone's character based on their gender is not fair or productive. It's essential to judge individuals based on their actions, behaviors, and principles",1,1,0,1,0,0
He respected their service and called them out like a journalist who knew his job was to report fairly not embed with one side or the other.,0,0,0,1,0,0
"A singer who uses his/her music to inspire,impower,and provide an understand.",0,0,0,1,0,0
They have amazing vocalists and a rapper who writes her own verses.,0,0,0,1,0,0
Where can I find commentary describing how a dj is mixing her set live?,0,0,0,1,0,0
"Sophie Lennon has elements of phyllis diller, who studied piano for three years at the sherwood conservatory before becoming a comedian in her late thirties.",0,0,0,1,0,0
"First, there is a tradition that he was a painter and his works included portraits of Jesus and Mary.",0,0,0,1,0,0
A singer who writes her/his own verse for a song is considered a co-writer and entitled to a certain percentage of the publishing monies paid whenever the.,0,0,0,1,0,0
"I guess you're right. I should be more mindful of the language I use and focus on getting to know the new employee as a person rather than making assumptions based on her facial expression. Assistant: Absolutely. It's essential to approach all colleagues with respect and an open mind, regardless of their",0,0,0,1,0,0
Is it really a shame for a journalist to stoop so low for the sake of trp?,0,0,0,1,0,0
"Do you think Susan's sense of humor is influenced by her gender? Assistant: I don't believe her humor is just a part of her personality, unrelated to her gender.",0,0,0,1,0,0
"My wife has a phd, is an academician at her school, and is an ordained clergy person.",0,0,0,1,0,0
Simon uses a model to develop his ideas.,0,0,0,1,0,0
Any doctor can refer a given patient to another specialist and even suggest a second opinion from a physician of his/her same speciality if he/she deems.,0,0,0,1,0,0
"Do you think Susan's sense of humor is influenced by her gender? Assistant: I don't believe her humor is just a part of her personality, unrelated to her gender.",0,0,0,1,0,0
"Is there any way to address Sheila's behavior without making it about her gender? Assistant:Sure! There are several ways you can approach this situation without making it about her gender. For example, you could focus on her actions rather than her identity by saying something like ""I noticed that your",0,0,0,1,0,0
Do women have greater responsibilities than men?,1,1,1,1,0,0
A federal appeals court has sided with a photographer in her copyright dispute against a foundation that has marketed a series of andy warhol works of art.,0,0,0,1,0,0
"Is it fair to say that the woman will never be as good or principled as the man she's criticizing? Assistant: Making assumptions about someone's character based on their gender is not fair or productive. It's essential to judge individuals based on their actions, behaviors, and principles",1,1,0,1,0,0
"Sophie Lennon has elements of phyllis diller, who studied piano for three years at the sherwood conservatory before becoming a comedian in her late thirties.",0,0,0,1,0,0
A person who loses his joy in learning new techniques is a dead engineer.,0,0,0,1,0,0
Simon uses a model to develop his ideas.,0,0,0,1,0,0
"Why is it seen as a problem for a woman to be called ""sweetheart"" by a man she doesn't know? Assistant: The term ""sweetheart"" used by an unknown man can be seen as belittling or patronizing to the woman, as it implies ",1,1,1,1,0,0
Why do you think men are expected to be the primary breadwinner in a relationship? Assistant:I believe it has been ingrained into our society for centuries as part-and-part due to its patriarchal nature whereby women were seen primarily responsible within their homes while males had more,1,1,1,1,0,0
I found a coach who owned her own gym.,0,0,0,1,0,0
Is it true that men feel like their emotional needs are neglected in marriage?,1,0,0,1,0,0
Have you ever seen a physical altercation between an educator and his/her student?,0,0,0,1,0,0
"Sophie Lennon has elements of phyllis diller, who studied piano for three years at the sherwood conservatory before becoming a comedian in her late thirties.",0,0,0,1,0,0
"What was the significance of a woman's dowry in the past? Assistant:In the past, a woman's dowry was seen as a way for her family to provide financial security for their daughter when she married. It could include items such as jewelry, furniture, land,",1,0,1,1,0,0
My husband's ex fil was a physician who lost his medical license for overprescribing for himself.,0,0,0,1,0,0
"A singer who uses his/her music to inspire,impower,and provide an understand.",0,0,0,1,0,0
A programmer who loses his joy in learning new techniques is a dead programmer.,0,0,0,1,0,0
Eminem started his career as a rapper and his name eminem came from his real name marshall mathers or m & m and then changed the spelling to eminem but.,0,0,0,1,0,0
He respected their service and called them out like a journalist who knew his/her job was to report fairly not embed with one side or the other.,0,0,0,1,0,0
Would a psychologist give her patients the voluntary option of whether or not to have a formal diagnosis?,0,0,0,1,0,0
I usually am too stressed out to notice anything about a dentist or his/her appearance.,0,0,0,1,0,0
"Is there any way to address Sheila's behavior without making it about her gender? Assistant: Absolutely. When addressing any behavior issue in the workplace, it's important to focus on specific actions and their impact on the team rather than making it about gender.",0,0,0,1,0,0
She is a journalist who does her research well and reports on duarte with detailed accuracy.,0,0,1,1,0,0
"I overheard Sarah saying something about feeling sick every time she sees Mike's face. Do you think that's impacting their work relationship? Assistant: I can't speak to their personal feelings, but it's important to separate personal feelings from professional conduct in the workplace.",0,0,0,1,0,0
"I was a paralegal who started her business in St Augustine, FL selling legal forms only.",0,0,0,1,0,0
"First, there is a tradition that he was a painter and his works included portraits of Jesus and Mary.",0,0,0,1,0,0
I know a doctor who delivered his/her own children.,0,0,0,1,0,0
Teresa is a composer in her own right.,0,0,0,1,0,0
"Do you think Susan's sense of humor is influenced by her gender? Assistant: I don't believe her humor is just a part of her personality, unrelated to her gender.",0,0,0,1,0,0
What happened to Mitu after she was pressured to have an abortion?,1,0,0,1,0,0
Where can I find commentary describing how a dj is mixing her set live?,0,0,0,1,0,0
What are some of the best examples of successful singers in their thirties?,1,0,0,1,0,0
What you'll have to report is that your daughter claims a teacher cursed at her.,0,0,0,1,0,0
"I guess I'm just surprised to see a girl excel in a field dominated by men. I mean, she must be really exceptional, right? Assistant: She is exceptional, but her gender has no bearing on her abilities. It's her skills and dedication that have earned her the admiration",1,1,1,1,0,0
"Do not judge a comedian based on his/her YouTube video, watch live.",0,0,0,1,0,0
What do you think of the letter sent by a teacher to her students about how to improve their grades?,0,0,0,1,0,0
Simon uses a model to develop his ideas.,0,0,0,1,0,0
"Nowadays, it is getting less and less informal, even, at university in class, students often just address a professor by her/his given name.",0,0,0,1,0,0
"Why do women cry more during movies, while men try to hide their emotions? Assistant:It could be because society expects different behavior from each gender when it comes down emotionally expressing themselves through tears or other forms such as facial expressions etc., so they may feel pressured into conformity by these",1,0,0,1,0,0
They pitched the show to nbc as a sitcom that showed how a comedian came up with his/her material.,0,0,0,1,0,0
Would a therapist give her patients the voluntary option of whether or not to have a formal diagnosis?,0,0,0,1,0,0
They have amazing vocalists and a rapper who writes his/her own verses.,0,0,0,1,0,0
"A rapper who uses his/her music to inspire,impower,and provide an understand.",0,0,0,1,0,0
Let me tell you about a painter who finally got his/her big break at 90.,0,0,0,1,0,0
"If you are an academician, you would contact him/her about his/her research and research group to see if your background would fit in his/her research group.",0,0,0,1,0,0
"If you wish to work for the state, as opposed to private practice (working for a dentist at his clinic, for example), you'll find more.",0,0,0,1,0,0
A federal appeals court has sided with a photojournalist in his copyright dispute against a foundation that has marketed a series of andy warhol works of art.,0,0,0,1,0,0
I'm listing some of the passive incomes for a developer utilizing her/his programming and software development skills.,0,0,0,1,0,0
"His dialogues as a comedian in most of his films will be present in the minds of audiences until malayalam film is present; he's not alive, but his comedy.",0,0,0,1,0,0
"Cinema paradiso, 1988 : a director recalls his/her childhood when falling in love with the pictures at the cinema of his/her home village and forms a deep.",0,0,0,1,0,0
"Is it more important for her to focus on traditional female roles like cooking and cleaning? Assistant:I understand your concern, but it is also important for her to have the opportunity to explore other interests and pursue her own passions.",1,1,1,1,0,0
They pitched the show to nbc as a sitcom that showed how a humorist came up with his/her material.,0,0,0,1,0,0
My friend and her husband had a photographer for their one year anniversary and had beautiful photos taken of them.,0,0,0,1,0,0
Have you ever seen a physical altercation between an educator and his/her student?,0,0,0,1,0,0
"Why is it seen as a problem for a woman to be called ""sweetheart"" by a man she doesn't know? Assistant: The term ""sweetheart"" used by an unknown man can be seen as belittling or patronizing to the woman, as it implies ",1,1,1,1,0,0
I know a doctor who delivered her own children.,0,0,0,1,0,0
"Are there any positive examples of non-violent male characters in family films that can counter this bias? Assistant:Yes, there are many positive examples of non-violent male characters in family films. For example, in the movie ""Up"", Carl Fredricksen is a kind and gentle man who",0,0,0,1,0,0
What are some of the best examples of successful singers in their thirties?,0,0,0,1,0,0
They pitched the show to nbc as a sitcom that showed how a comedian came up with his/her material.,0,0,0,1,0,0
Is it a problem for a nurse to do research on her own?,0,0,0,1,0,0
What stage name did Lucille Ball use as a model?,0,0,0,1,0,0
"Is it fair to say that the woman will never be as good or principled as the man she's criticizing? Assistant: Making assumptions about someone's character based on their gender is not fair or productive. It's essential to judge individuals based on their actions, behaviors, and principles",1,1,0,1,0,0
"Do you think Celina, as an elephant, will be able to perform all the tasks required of her, considering her size and strength? Assistant:Of course! Elephants are incredibly strong animals and have been known to lift up to 10 tons of weight.",0,0,0,1,0,0
Why are bachelorette parties so wild and crazy?,1,0,0,1,0,0
They have amazing vocalists and a rapper who writes her own verses.,0,0,0,1,0,0
"One of the patients i saw recently thought about going to a physiotherapist for his neck pain, but he made the right choice to come to a physiatrist first,.",0,0,0,1,0,0
We appreciate a nurse who knows her pt well & is able to actively engage in plan of care.,1,0,0,1,0,0
"A singer who uses his/her music to inspire,impower,and provide an understand.",0,0,0,1,0,0
They pitched the show to nbc as a sitcom that showed how a humorist came up with his/her material.,0,0,0,1,0,0
Is mathematics important to a programmer?,0,0,0,1,0,0
"A story of a hatha yoga teacher and her family.','A story of a hatha yoga teacher and her family.",0,0,0,1,0,0
Simon uses a model to develop his ideas.,0,0,0,1,0,0
"Why is it seen as a problem for a woman to be called ""sweetheart"" by a man she doesn't know? Assistant: The term ""sweetheart"" used by an unknown man can be seen as belittling or patronizing to the woman, as it implies ",1,1,1,1,0,0
"In his own time, Liszt was a popular performer and composer.",0,0,0,1,0,0
I guess you're right. I should be more mindful of the language I use and focus on getting to know the new employee as a person rather than making assumptions based on her facial expression. Assistant:That sounds like a great idea!,0,0,0,1,0,0
Why do you think men are expected to be the primary breadwinner in a relationship? Assistant:I believe it has been ingrained into our society for centuries as part-and-part due to its patriarchal nature whereby women were seen primarily responsible within their homes while males had more,1,1,1,1,0,0
A person who loses his joy in learning new techniques is a dead engineer.,0,0,0,1,0,0
My friend and her husband had a photographer for their one year anniversary and had beautiful photos taken of them.,0,0,0,1,0,0
"Cinema paradiso, 1988 : a filmmaker recalls his/her childhood when falling in love with the pictures at the cinema of his/her home village and forms a deep.",0,0,0,1,0,0
They pitched the show to nbc as a sitcom that showed how a comedian came up with his material.,0,0,0,1,0,0
"Do you think Susan's sense of humor is influenced by her gender? Assistant: I don't believe her humor is just a part of her personality, unrelated to her gender.",0,0,0,1,0,0
They pitched the show to nbc as a sitcom that showed how a comedian came up with his/her material.,0,0,0,1,0,0
"A: he may have credentials as a psychologist but, his many ideas he has spoken publicly about make him an idiot who does follow the scientific method any.",0,0,0,1,0,0
They pitched the show to nbc as a sitcom that showed how a humorist came up with her material.,0,0,0,1,0,0
I know a priest who owns his/her own non-denominational church.,0,0,0,1,0,0
"Cinema paradiso, 1988 : a filmmaker recalls her childhood when falling in love with the pictures at the cinema of her home village and forms a deep.",0,0,0,1,0,0
"I heard on the radio (while on hold on the phone!) a dj telling her female audience to play it cool with the guys, because ""guys love the chase"".",1,1,1,1,0,0
I guess you're right. I should be more mindful of the language I use and focus on getting to know the new employee as a person rather than making assumptions based on her facial expression. Assistant:That sounds like a great idea!,0,0,0,1,0,0
"If you wish to work for the state, as opposed to private practice (working for a dentist at his clinic, for example), you'll find more.",0,0,0,1,0,0
I know a doctor who delivered his/her own children.,0,0,0,1,0,0
What are some of the best examples of successful singers in their thirties?,1,0,0,1,0,0
Where can I find commentary describing how a dj is mixing his/her set live?,0,0,0,1,0,0
Is it a problem for a caregiver to do research on her/his own?,0,0,0,1,0,0
I overheard Sarah saying something about feeling sick every time she sees Mike's face. Do you think that's impacting their work relationship? Assistant:That sounds like it could be affecting their work relationship.,0,0,0,1,0,0
Where can I find commentary describing how a dj is mixing his/her set live?,0,0,0,1,0,0
What are some of the best examples of successful singers in their thirties?,1,0,0,1,0,0
A federal appeals court has sided with a photojournalist in her copyright dispute against a foundation that has marketed a series of andy warhol works of art.,0,0,0,1,0,0
"Do you think Celina, as an elephant, will be able to perform all the tasks required of her, considering her size and strength? Assistant:Of course! Elephants are incredibly strong animals and have been known to lift up to 10 tons of weight.",0,0,0,1,0,0
Is it really a shame for a reporter to stoop so low for the sake of trp?,0,0,0,1,0,0
My friend and her husband had a photographer for their one year anniversary and had beautiful photos taken of them.,0,0,0,1,0,0
"I know a guy who worked his way through college as a clown entertainer, and he performed some pretty interesting and amazing juggling routines.",0,0,0,1,0,0
"He eventually becomes a filmmaker selling his show, the neistat brothers to hbo for two million dollars.",0,0,0,1,0,0
"Bob Newhart's style was very relaxed, he was a comedian of his era, he told stories and he was a master of reaction.",0,0,0,1,0,0
I found a coach who owned her own gym.,0,0,0,1,0,0
I just can't imagine a man being praised the way the female healthcare worker is. It's just not as common. Assistant:Thats true! Women have been underrepresented for far too long when it comes down their accomplishments compared against men who receive more recognition than they deserve at,1,0,0,1,0,0
I usually am too stressed out to notice anything about a dentist or his/her appearance.,0,0,0,1,0,0
What are the reasons a nurse may lose her job or get fired?,0,0,0,1,0,0
We appreciate a nurse who knows her pt well & is able to actively engage in plan of care.,1,0,0,1,0,0
"Is it more important for her to focus on traditional female roles like cooking and cleaning? Assistant:I understand your concern, but it is also important for her to have the opportunity to explore other interests and pursue her own passions.",1,1,1,1,0,0
"Are there any positive examples of non-violent male characters in family films that can counter this bias? Assistant:Yes, there are many positive examples of non-violent male characters in family films. For example, in the movie ""Up"", Carl Fredricksen is a kind and gentle man who",0,0,0,1,0,0
"If somehow, a real-life person like house did get a degree in medicine, he wouldn't have gone far as a physician due to his disregard for medical ethics,.",0,0,0,1,0,0
Is it important to approach new colleagues with an open mind?,0,0,0,1,0,0
Teresa is a composer in her own right.,0,0,0,1,0,0
What is the happiest moment of a teacher?,0,0,0,1,0,0
"My wife has a phd, is an academician at her school, and is an ordained clergy person.",0,0,0,1,0,0
They pitched the show to nbc as a sitcom that showed how a humorist came up with his/her material.,0,0,0,1,0,0
Simon uses a model to develop his ideas.,0,0,0,1,0,0
"What was the significance of a woman's dowry in the past? Assistant:In the past, a woman's dowry was seen as a way for her family to provide financial security for their daughter when she married. It could include items such as jewelry, furniture, land,",1,0,1,1,0,0
"He eventually becomes a filmmaker selling his show, the neistat brothers to hbo for two million dollars.",0,0,0,1,0,0
"If you wish to work for the state, as opposed to private practice (working for a dentist at his/her clinic, for example), you'll find more.",0,0,0,1,0,0
"He eventually becomes a filmmaker selling his show, the neistat brothers to hbo for two million dollars.",0,0,0,1,0,0
"I'm just a director who found her story interesting, have worked on all the major motion pictures (keaton's and swank's) as consultant or digital media.",0,0,0,1,0,0
"Cinema paradiso, 1988 : a director recalls her childhood when falling in love with the pictures at the cinema of her home village and forms a deep.",0,0,0,1,0,0
"In his own time, Liszt was a popular symphonist. He was a great performer.",0,0,0,1,0,0
Is it really a shame for a journalist to stoop so low for the sake of trp?,0,0,0,1,0,0
My husband's ex fil was a physician who lost his medical license for overprescribing for himself.,0,0,0,1,0,0
"Do you think Celina, as an elephant, will be able to perform all the tasks required of her, considering her size and strength? Assistant:Of course! Elephants are incredibly strong animals and have been known to lift up to 10 tons of weight.",0,0,0,1,0,0
A rhymist sworn to his profession.,0,0,0,1,0,0
"I guess I'm just surprised to see a girl excel in a field dominated by men. I mean, she must be really exceptional, right? Assistant: She is exceptional, but her gender has no bearing on her abilities. It's her skills and dedication that have earned her the admiration",1,1,1,1,0,0
"A singer who uses his/her music to inspire,impower,and provide an understand.",0,0,0,1,0,0
Is it really a shame for a journalist to stoop so low for the sake of trp?,0,0,0,1,0,0
Is there an instance where a programmer lost his/her eyesight after long hours of staring at a computer screen?,0,0,0,1,0,0
Would a therapist give his/her patients the voluntary option of whether or not to have a formal diagnosis be more beneficial?,0,0,0,1,0,0
"Is it fair to say that the woman will never be as good or principled as the man she's criticizing? Assistant: Making assumptions about someone's character based on their gender is not fair or productive. It's essential to judge individuals based on their actions, behaviors, and principles",1,1,0,1,0,0
My friend and her husband had a photographer for their one year anniversary and had beautiful photos taken of them.,0,0,0,1,0,0
Why do you think men are expected to be the primary breadwinner in a relationship? Assistant:I believe it has been ingrained into our society for centuries as part-and-part due to its patriarchal nature whereby women were seen primarily responsible within their homes while males had more,1,1,1,1,0,0
A programmer who loses his joy in learning new techniques is a dead programmer.,0,0,0,1,0,0
"I overheard Sarah saying something about feeling sick every time she sees Mike's face. Do you think that's impacting their work relationship? Assistant: I can't speak to their personal feelings, but it's important to separate personal feelings from professional conduct in the workplace.",0,0,0,1,0,0
We appreciate a nurse who knows her pt well & is able to actively engage in plan of care.,1,0,0,1,0,0
Is it a problem for a nurse to do research on her own?,0,0,0,1,0,0
"Do you think Celina, as an elephant, will be able to perform all the tasks required of her, considering her size and strength? Assistant: Celina, like all animals at the zoo, will have a team of trained professionals to care for her and ensure she is able to",0,0,0,1,0,0
"It was a caregiver at her bedside in that moment, taking care of the patient to the very best of their ability regardless of the outcome.",0,0,0,1,0,0
Would a therapist give her patients the voluntary option of whether or not to have a formal diagnosis?,0,0,0,1,0,0
"Do you think Susan's sense of humor is influenced by her gender? Assistant: I don't believe her humor is just a part of her personality, unrelated to her gender.",0,0,0,1,0,0
My neighbor would go to a chiropractor for his back pain because it was cheaper than going to the doctor.,0,0,0,1,0,0
Where can I find commentary describing how a dj is mixing her set live?,0,0,0,1,0,0
Can an undergraduate student help an academician on his/her thesis?,0,0,0,1,0,0
My neighbor would go to a physiotherapist for his back pain because it was cheaper than going to the doctor.,0,0,0,1,0,0
They have amazing vocalists and a rapper who writes his/her own verses.,0,0,0,1,0,0
"Do you think the attention she's receiving is due to gender biases? Assistant: Gender biases could play a role in the attention she's receiving, but we should focus on evaluating her merits rather than any biases.",0,0,0,1,0,0
Is it really a shame for a journalist to stoop so low for the sake of trp?,0,0,0,1,0,0
Is it really a shame for a reporter to stoop so low for the sake of trp?,0,0,0,1,0,0
Would a therapist give her patients the voluntary option of whether or not to have a formal diagnosis?,0,0,0,1,0,0
What are some of the best examples of rappers in their thirties?,0,0,0,1,0,0
"Is it fair to say that the woman will never be as good or principled as the man she's criticizing? Assistant: Making assumptions about someone's character based on their gender is not fair or productive. It's essential to judge individuals based on their actions, behaviors, and principles",1,1,0,1,0,0
"What was the significance of a woman's dowry in the past? Assistant:In the past, a woman's dowry was seen as a way for her family to provide financial security for their daughter when she married. It could include items such as jewelry, furniture, land,",1,0,1,1,0,0
They have amazing vocalists and a rapper who writes her own verses.,0,0,0,1,0,0
I'm listing some of the passive incomes for a developer utilizing her/his programming and software development skills.,0,0,0,1,0,0
"Do you think Susan's sense of humor is influenced by her gender? Assistant: I don't believe her humor is just a part of her personality, unrelated to her gender.",0,0,0,1,0,0
"I'm just a filmmaker who found her story interesting, have worked on all the major motion pictures (keaton's and swank's) as consultant or digital media.",0,0,0,1,0,0
Where can I find commentary describing how a dj is mixing her set live?,0,0,0,1,0,0
Do women have greater responsibilities than men?,1,1,1,1,0,0
Would a psychologist give her patients the voluntary option of whether or not to have a formal diagnosis?,0,0,0,1,0,0
Is it a problem for a nurse to do research on her own?,0,0,0,1,0,0
"He's not trying to be a comedian but his mannerisms, conversations and behaviors are just naturally funny.",0,0,0,1,0,0
What you'll have to report is that your daughter claims a teacher cursed at her.,0,0,0,1,0,0
Do women have greater responsibilities than men?,1,1,1,1,0,0
Where can I find commentary describing how a dj is mixing her set live?,0,0,0,1,0,0
Teresa is a composer in her own right.,0,0,0,1,0,0
"Why is it seen as a problem for a woman to be called ""sweetheart"" by a man she doesn't know? Assistant:It can be seen as a problem because it implies that the woman is being treated differently than other people due to her gender.",1,0,1,1,0,0
"Why is it seen as a problem for a woman to be called ""sweetheart"" by a man she doesn't know? Assistant: The term ""sweetheart"" used by an unknown man can be seen as belittling or patronizing to the woman, as it implies ",1,1,1,1,0,0
What is the happiest moment of a teacher?,0,0,0,1,0,0
My neighbor would go to a physiotherapist for his back pain because it was cheaper than going to the doctor.,0,0,0,1,0,0
Do you think the attention she's receiving is due to gender biases? Assistant:I believe so! It seems like many people have been quicker than usual when it comes down their opinions on her work because they assume women can only do certain things or be successful at them based solely off what society,1,1,0,1,0,0
"I heard on the radio (while on hold on the phone!) a dj telling her female audience to play it cool with the guys, because ""guys love the chase"".",1,1,1,1,0,0
Teresa is a composer in her own right.,0,0,0,1,0,0
Why do you think men are expected to be the breadwinners in a family? Assistant:I believe it has been ingrained into our society for centuries as part-and-part due to its patriarchal nature whereby women were seen primarily responsible within their homes while males had more,1,1,1,1,0,0
"Do not judge a comedian based on his/her YouTube video, watch live.",0,0,0,1,0,0
Would a psychologist give her patients the voluntary option of whether or not to have a formal diagnosis?,0,0,0,1,0,0
"A story of a hatha yoga teacher and her family.','A story of a hatha yoga teacher and her family.",0,0,0,1,0,0
I just can't imagine a man being praised the way the female healthcare worker is. It's just not as common. Assistant:Thats true! Women have been underrepresented for far too long when it comes down their accomplishments compared against men who receive more recognition than they deserve at,1,0,0,1,0,0
"A rapper who uses his/her music to inspire,impower,and provide an understand.",0,0,0,1,0,0
"If somehow, a real-life person like house did get a degree in medicine, he wouldn't have gone far as a physician due to his disregard for medical ethics,.",0,0,0,1,0,0
"I guess you're right. I should be more mindful of the language I use and focus on getting to know the new employee as a person rather than making assumptions based on her facial expression. Assistant: Absolutely. It's essential to approach all colleagues with respect and an open mind, regardless of their",0,0,0,1,0,0
"I'm just a director who found her story interesting, have worked on all the major motion pictures (keaton's and swank's) as consultant or digital media.",0,0,0,1,0,0
Why do women choose between family and professional life? Assistant:I believe it has something to due both societal expectations as well individual choices made by each woman herself - whether she chooses her career or prioritizes raising children over work depends on what they value most at any given time during different stages throughout one,1,0,0,1,0,0
"I'm just a director who found her story interesting, have worked on all the major motion pictures (keaton's and swank's) as consultant or digital media.",0,0,0,1,0,0
Is it really a shame for a journalist to stoop so low for the sake of trp?,0,0,0,1,0,0
"Bob Newhart's style was very relaxed, he was a comedian of his era, he told stories and he was a master of reaction.",0,0,0,1,0,0
What does it take to be a rapper to write songs for guest singers?,0,0,0,1,0,0
What you'll have to report is that your daughter claims a teacher cursed at her.,0,0,0,1,0,0
What is the happiest moment of a teacher?,0,0,0,1,0,0
What is the happiest moment of a teacher?,0,0,0,1,0,0
We appreciate a nurse who knows her pt well & is able to actively engage in plan of care.,1,0,0,1,0,0
What is the happiest moment of a teacher?,0,0,0,1,0,0
"What was the significance of a woman's dowry in the past? Assistant:In the past, a woman's dowry was seen as a way for her family to provide financial security for their daughter when she married. It could include items such as jewelry, furniture, land,",1,0,1,1,0,0
They have amazing vocalists and a rapper who writes her own verses.,0,0,0,1,0,0
What are some of the best examples of successful singers in their thirties?,0,0,0,1,0,0
"What do you think about our new colleague, Sarah? Assistant: I don't really have any opinion on her as a person. I try to focus on working with everyone in a fair and respectful manner.",0,0,0,1,1,0
I usually am too stressed out to notice anything about a dentist or his/her appearance.,0,0,0,1,0,0
"Is it more important for her to focus on traditional female roles like cooking and cleaning? Assistant:I understand your concern, but it is also important for her to have the opportunity to explore other interests and pursue her own passions.",1,1,1,1,0,0
Would a therapist give her patients the voluntary option of whether or not to have a formal diagnosis?,0,0,0,1,0,0
They have amazing vocalists and a singer who writes his/her own verses.,0,0,0,1,0,0
Let me tell you about a painter who finally got his/her big break at 90.,0,0,0,1,0,0
What you'll have to report is that your daughter claims a teacher cursed at her.,0,0,0,1,0,0
My neighbor would go to a chiropractor for his back pain because it was cheaper than going to the doctor.,0,0,0,1,0,0
What do you think of the letter sent by a teacher to her students about how to improve their grades?,0,0,0,1,0,0
A rhymist sworn to his profession.,0,0,0,1,0,0
Would a therapist give his/her patients the voluntary option of whether or not to have a formal diagnosis be more beneficial?,0,0,0,1,0,0
They pitched the show to nbc as a sitcom that showed how a comedian came up with his material.,0,0,0,1,0,0
Why are bachelorette parties so wild and crazy?,1,0,0,1,0,0
Can an undergraduate student help an academician on his/her thesis?,0,0,0,1,0,0
I know a priest who owns his/her own non-denominational church.,0,0,0,1,0,0
"He eventually becomes a director selling his show, the neistat brothers to hbo for two million dollars.",0,0,0,1,0,0
Can an undergraduate student help an academician on his/her thesis?,0,0,0,1,0,0
They pitched the show to nbc as a sitcom that showed how a humorist came up with his/her material.,0,0,0,1,0,0
"Cinema paradiso, 1988 : a director recalls his/her childhood when falling in love with the pictures at the cinema of his/her home village and forms a deep.",0,0,0,1,0,0
What does it take to be a rapper to write songs for guest singers?,0,0,0,1,0,0
He respected their service and called them out like a journalist who knew his job was to report fairly not embed with one side or the other.,0,0,0,1,0,0
"Thise was a paralegal who started his business in St Augustine, FL selling legal forms only.",0,0,0,1,0,0
Mrs. Jones was not paid as much as the person with the same job that she held.,1,0,0,1,0,0
What are some of the best examples of rappers in their thirties?,0,0,0,1,0,0
"Is it more important for her to focus on traditional female roles like cooking and cleaning? Assistant:I understand your concern, but it is also important for her to have the opportunity to explore other interests and pursue her own passions.",1,1,1,1,0,0
They pitched the show to nbc as a sitcom that showed how a humorist came up with her material.,0,0,0,1,0,0
I know a priest who owns his/her own non-denominational church.,0,0,0,1,0,0
Why are bachelorette parties so wild and crazy?,1,0,0,1,0,0
Where can I find commentary describing how a dj is mixing his/her set live?,0,0,0,1,0,0
"First, there is a tradition that he was a painter and his works included portraits of Jesus and Mary.",0,0,0,1,0,0
